book_id,book_title,summary,quantity
4488,AI Superpowers," will help you understand what to expect of the effect that artificial intelligence will have on your future job opportunities by diving into where China and the US, the world’s two leaders in AI, are heading with this breakthrough technology.",2
4700,AI Superpowers," will help you understand what to expect of the effect that artificial intelligence will have on your future job opportunities by diving into where China and the US, the world’s two leaders in AI, are heading with this breakthrough technology.",2
2387,Abundance," shows you the key technological trends being developed today, to give you a glimpse of a future that’s a lot brighter than you think and help you embrace the optimism we need to make it happen.",1
4530,Abundance," shows you the key technological trends being developed today, to give you a glimpse of a future that’s a lot brighter than you think and help you embrace the optimism we need to make it happen.",1
1824,Abundance," shows you the key technological trends being developed today, to give you a glimpse of a future that’s a lot brighter than you think and help you embrace the optimism we need to make it happen.",1
189,Abundance," shows you the key technological trends being developed today, to give you a glimpse of a future that’s a lot brighter than you think and help you embrace the optimism we need to make it happen.",0
3926,Accidental Genius," introduces you to the concept of freewriting, which you can use to solve complex problems, exercise your creativity, flesh out your ideas and even build a catalog of publishable work.",2
1737,Accidental Genius," introduces you to the concept of freewriting, which you can use to solve complex problems, exercise your creativity, flesh out your ideas and even build a catalog of publishable work.",0
2273,Accidental Genius," introduces you to the concept of freewriting, which you can use to solve complex problems, exercise your creativity, flesh out your ideas and even build a catalog of publishable work.",3
2842,Accidental Genius," introduces you to the concept of freewriting, which you can use to solve complex problems, exercise your creativity, flesh out your ideas and even build a catalog of publishable work.",1
4336,Accidental Genius," introduces you to the concept of freewriting, which you can use to solve complex problems, exercise your creativity, flesh out your ideas and even build a catalog of publishable work.",4
3617,Accounting Made Simple," is your guide to learning the fundamental charts, equations, and concepts of managing a business’s financial statements.",3
1360,Accounting Made Simple," is your guide to learning the fundamental charts, equations, and concepts of managing a business’s financial statements.",3
1364,Adaptive Markets," gives you a better understanding of how the movement of money in the world works by outlining the characteristics of the market, some of which are more like living creatures than you might think.",0
489,Adaptive Markets," gives you a better understanding of how the movement of money in the world works by outlining the characteristics of the market, some of which are more like living creatures than you might think.",1
3620,Adaptive Markets," gives you a better understanding of how the movement of money in the world works by outlining the characteristics of the market, some of which are more like living creatures than you might think.",2
541,Affluenza, asserts that the reason we are so unhappy is because of our obsession with consumption and the sickness that it brings upon ourselves and the world around us as well.,1
1349,Affluenza, asserts that the reason we are so unhappy is because of our obsession with consumption and the sickness that it brings upon ourselves and the world around us as well.,0
1059,Affluenza, asserts that the reason we are so unhappy is because of our obsession with consumption and the sickness that it brings upon ourselves and the world around us as well.,4
5117,Affluenza, asserts that the reason we are so unhappy is because of our obsession with consumption and the sickness that it brings upon ourselves and the world around us as well.,3
746,Against Empathy, explains the problems with society’s obsession with empathy and explores its limitations while giving us useful alternatives for situations in which it doesn’t work.,4
4306,Against Empathy, explains the problems with society’s obsession with empathy and explores its limitations while giving us useful alternatives for situations in which it doesn’t work.,2
2200,Against Empathy, explains the problems with society’s obsession with empathy and explores its limitations while giving us useful alternatives for situations in which it doesn’t work.,4
135,Against Empathy, explains the problems with society’s obsession with empathy and explores its limitations while giving us useful alternatives for situations in which it doesn’t work.,0
387,Age Of Ambition, explains how China has gone from impoverished and only developing to a world superpower and economic powerhouse in only the last 30 years. ,1
372,Age Of Anger, will help you understand the current state of the world better by explaining how we got to this present situation of upheaval we’re in and how we might stand a chance of making things better.,0
2995,Agile Selling, helps you become a great salesperson by identifying how successful people thrive in any sales position with the skills of learning and adapting quickly.,4
1333,Agile Selling, helps you become a great salesperson by identifying how successful people thrive in any sales position with the skills of learning and adapting quickly.,0
1594,Agile Selling, helps you become a great salesperson by identifying how successful people thrive in any sales position with the skills of learning and adapting quickly.,1
3577,Agile Selling, helps you become a great salesperson by identifying how successful people thrive in any sales position with the skills of learning and adapting quickly.,3
4688,Agile Selling, helps you become a great salesperson by identifying how successful people thrive in any sales position with the skills of learning and adapting quickly.,0
3007,Alchemy, is your guide to making magic happen in business and life by teaching you how to practice irrational thinking to stand out and come up with powerful solutions to your problems and those of others. ,3
4735,Alchemy, is your guide to making magic happen in business and life by teaching you how to practice irrational thinking to stand out and come up with powerful solutions to your problems and those of others. ,3
3621,Alchemy, is your guide to making magic happen in business and life by teaching you how to practice irrational thinking to stand out and come up with powerful solutions to your problems and those of others. ,0
3891,Alchemy, is your guide to making magic happen in business and life by teaching you how to practice irrational thinking to stand out and come up with powerful solutions to your problems and those of others. ,1
2760,Alchemy, is your guide to making magic happen in business and life by teaching you how to practice irrational thinking to stand out and come up with powerful solutions to your problems and those of others. ,1
1645,Alchemy, is your guide to making magic happen in business and life by teaching you how to practice irrational thinking to stand out and come up with powerful solutions to your problems and those of others. ,2
265,Alexander Hamilton," will inspire you to boldly use your strengths to change the world as it tells the story of a poor orphan who grew to become one of the most intelligent, ambitious, and influential people in American history.",4
394,Alexander Hamilton," will inspire you to boldly use your strengths to change the world as it tells the story of a poor orphan who grew to become one of the most intelligent, ambitious, and influential people in American history.",4
2756,Alexander Hamilton," will inspire you to boldly use your strengths to change the world as it tells the story of a poor orphan who grew to become one of the most intelligent, ambitious, and influential people in American history.",3
292,Alexander The Great," is one of the latest, most updated, and contemporary books on the life of the ancient, Macedonian king, who would extend his empire from a little slide of land in Greece through Persia, Egypt, all the way to India, forming the greatest empire the ancient world had ever seen.",3
4510,Algorithms To Live By," explains how computer algorithms work, why their relevancy isn’t limited to the digital world and how you can make better decisions by strategically using the right algorithm at the right time, for example in dating, at home or in the office.",4
2321,Algorithms To Live By," explains how computer algorithms work, why their relevancy isn’t limited to the digital world and how you can make better decisions by strategically using the right algorithm at the right time, for example in dating, at home or in the office.",0
1780,Algorithms To Live By," explains how computer algorithms work, why their relevancy isn’t limited to the digital world and how you can make better decisions by strategically using the right algorithm at the right time, for example in dating, at home or in the office.",0
258,Alibaba," shares the inspiring story of Jack Ma’s hard work, entrepreneurial vision, and smart thinking that helped him build one of the most successful and influential companies in the world. ",1
1061,Alibaba," shares the inspiring story of Jack Ma’s hard work, entrepreneurial vision, and smart thinking that helped him build one of the most successful and influential companies in the world. ",4
1618,Alibaba," shares the inspiring story of Jack Ma’s hard work, entrepreneurial vision, and smart thinking that helped him build one of the most successful and influential companies in the world. ",4
4714,Alibaba," shares the inspiring story of Jack Ma’s hard work, entrepreneurial vision, and smart thinking that helped him build one of the most successful and influential companies in the world. ",2
2735,Alibaba," shares the inspiring story of Jack Ma’s hard work, entrepreneurial vision, and smart thinking that helped him build one of the most successful and influential companies in the world. ",2
3886,Alibaba," shares the inspiring story of Jack Ma’s hard work, entrepreneurial vision, and smart thinking that helped him build one of the most successful and influential companies in the world. ",1
1350,Alibaba," shares the inspiring story of Jack Ma’s hard work, entrepreneurial vision, and smart thinking that helped him build one of the most successful and influential companies in the world. ",2
3602,Alibaba," shares the inspiring story of Jack Ma’s hard work, entrepreneurial vision, and smart thinking that helped him build one of the most successful and influential companies in the world. ",0
3182,Alibaba," shares the inspiring story of Jack Ma’s hard work, entrepreneurial vision, and smart thinking that helped him build one of the most successful and influential companies in the world. ",1
3004,Alibaba," shares the inspiring story of Jack Ma’s hard work, entrepreneurial vision, and smart thinking that helped him build one of the most successful and influential companies in the world. ",3
2863,Alibaba’s World," is an inside look at one of the world’s largest e-commerce companies from one of its first Western employees, who served as its vice president and head of international marketing for several years, showing how this company turned from startup to global player in just 15 years.",0
3703,Alibaba’s World," is an inside look at one of the world’s largest e-commerce companies from one of its first Western employees, who served as its vice president and head of international marketing for several years, showing how this company turned from startup to global player in just 15 years.",1
2124,All About Love, teaches you how to get more affection and connection in your relationships by explaining why true love is so difficult these days and how to combat the unrealistic expectations society has set up that makes it so hard.,2
4261,All About Love, teaches you how to get more affection and connection in your relationships by explaining why true love is so difficult these days and how to combat the unrealistic expectations society has set up that makes it so hard.,4
1054,All About Love, teaches you how to get more affection and connection in your relationships by explaining why true love is so difficult these days and how to combat the unrealistic expectations society has set up that makes it so hard.,2
698,All About Love, teaches you how to get more affection and connection in your relationships by explaining why true love is so difficult these days and how to combat the unrealistic expectations society has set up that makes it so hard.,1
237,All In," talks about the life of Billie Jean King, a remarkable woman and tennis player who fought for gender equality in sports and managed to change the US legislature in this regard by never giving up on her vision, which is to ensure a no discrimination zone in sports for young women.",0
521,All In," talks about the life of Billie Jean King, a remarkable woman and tennis player who fought for gender equality in sports and managed to change the US legislature in this regard by never giving up on her vision, which is to ensure a no discrimination zone in sports for young women.",0
512,All In," talks about the life of Billie Jean King, a remarkable woman and tennis player who fought for gender equality in sports and managed to change the US legislature in this regard by never giving up on her vision, which is to ensure a no discrimination zone in sports for young women.",4
3058,All Marketers Are Liars," is based on the idea that we believe whatever we want to believe, and that it’s exactly this trait of ours, which marketers use (and sometimes abuse) to sell their products by infusing them with good stories – whether they’re true or not.",3
3771,All Marketers Are Liars," is based on the idea that we believe whatever we want to believe, and that it’s exactly this trait of ours, which marketers use (and sometimes abuse) to sell their products by infusing them with good stories – whether they’re true or not.",4
2434,All Marketers Are Liars," is based on the idea that we believe whatever we want to believe, and that it’s exactly this trait of ours, which marketers use (and sometimes abuse) to sell their products by infusing them with good stories – whether they’re true or not.",3
4491,Alone Together, is a book that will make you want to have a better relationship with technology by revealing just how much we rely on it and the ways our connection to it is growing worse and having negative effects on us all.,0
3380,Alone Together, is a book that will make you want to have a better relationship with technology by revealing just how much we rely on it and the ways our connection to it is growing worse and having negative effects on us all.,3
1077,Alone Together, is a book that will make you want to have a better relationship with technology by revealing just how much we rely on it and the ways our connection to it is growing worse and having negative effects on us all.,4
2141,Alone Together, is a book that will make you want to have a better relationship with technology by revealing just how much we rely on it and the ways our connection to it is growing worse and having negative effects on us all.,4
1632,Alone Together, is a book that will make you want to have a better relationship with technology by revealing just how much we rely on it and the ways our connection to it is growing worse and having negative effects on us all.,3
128,Altered Traits, explores the science behind meditation techniques and the way they benefit and alter our mind and body.,1
1685,Altered Traits, explores the science behind meditation techniques and the way they benefit and alter our mind and body.,2
2193,Altered Traits, explores the science behind meditation techniques and the way they benefit and alter our mind and body.,4
1125,Altered Traits, explores the science behind meditation techniques and the way they benefit and alter our mind and body.,3
5156,Altered Traits, explores the science behind meditation techniques and the way they benefit and alter our mind and body.,1
3006,Amazon, will help you make your business better by sharing what made Jeff Bezos’s gigantic company so successful at going from its humble beginnings to now dominating the e-commerce market.,3
4492,Amazon, will help you make your business better by sharing what made Jeff Bezos’s gigantic company so successful at going from its humble beginnings to now dominating the e-commerce market.,0
3619,Amazon, will help you make your business better by sharing what made Jeff Bezos’s gigantic company so successful at going from its humble beginnings to now dominating the e-commerce market.,0
4504,Amusing Ourselves To Death, takes you through the history of media to highlight how entertainment’s standing in society has risen to the point where our addiction to it undermines our independent thinking.,0
1162,Amusing Ourselves To Death, takes you through the history of media to highlight how entertainment’s standing in society has risen to the point where our addiction to it undermines our independent thinking.,2
1357,An American Sickness," will motivate you to see what you can do to help improve the state of healthcare in the United States by blowing open the recent greed, corruption, and selfishness of healthcare companies.",2
3383,An American Sickness," will motivate you to see what you can do to help improve the state of healthcare in the United States by blowing open the recent greed, corruption, and selfishness of healthcare companies.",3
3613,An American Sickness," will motivate you to see what you can do to help improve the state of healthcare in the United States by blowing open the recent greed, corruption, and selfishness of healthcare companies.",4
1051,An Astronaut’s Guide To Life On Earth, teaches you how to live better by taking lessons from the rigorous requirements of going to outer space and applying them to everyday life. ,1
2729,An Astronaut’s Guide To Life On Earth, teaches you how to live better by taking lessons from the rigorous requirements of going to outer space and applying them to everyday life. ,3
3015,An Audience Of One," is a practical and inspiring manual for creators who want to live from their art, showing a simple, purpose-driven path to achieve that goal.",4
4777,An Audience Of One," is a practical and inspiring manual for creators who want to live from their art, showing a simple, purpose-driven path to achieve that goal.",1
3904,An Audience Of One," is a practical and inspiring manual for creators who want to live from their art, showing a simple, purpose-driven path to achieve that goal.",0
711,An Invisible Thread, will help you feel more motivated to be kind to others by sharing the heartwarming story of the incredible friendship between a boy afflicted with poverty and a successful businesswoman.,2
331,An Ugly Truth," offers a critical look at Facebook and its administrators, who foster a gaslighting environment and a controversial social media platform that can easily become a danger for its users both virtually and in real life due to its immense power and influence on our society.",2
3521,An Ugly Truth," offers a critical look at Facebook and its administrators, who foster a gaslighting environment and a controversial social media platform that can easily become a danger for its users both virtually and in real life due to its immense power and influence on our society.",1
4467,An Ugly Truth," offers a critical look at Facebook and its administrators, who foster a gaslighting environment and a controversial social media platform that can easily become a danger for its users both virtually and in real life due to its immense power and influence on our society.",1
3129,An Ugly Truth," offers a critical look at Facebook and its administrators, who foster a gaslighting environment and a controversial social media platform that can easily become a danger for its users both virtually and in real life due to its immense power and influence on our society.",4
2977,An Ugly Truth," offers a critical look at Facebook and its administrators, who foster a gaslighting environment and a controversial social media platform that can easily become a danger for its users both virtually and in real life due to its immense power and influence on our society.",1
1087,Anatomy Of An Epidemic, teaches you how to make better decisions about your mental health as it uncovers the questionable origin of medication and reveals the interesting connection between psychiatry and pharmaceutical companies.,0
3393,Anatomy Of An Epidemic, teaches you how to make better decisions about your mental health as it uncovers the questionable origin of medication and reveals the interesting connection between psychiatry and pharmaceutical companies.,0
2151,Anatomy Of An Epidemic, teaches you how to make better decisions about your mental health as it uncovers the questionable origin of medication and reveals the interesting connection between psychiatry and pharmaceutical companies.,4
3385,"Animal, Vegetable, Miracle"," gives ways to improve your health and the environment by learning how to garden, cook, and eat more fruits and vegetables. ",4
544,"Animal, Vegetable, Miracle"," gives ways to improve your health and the environment by learning how to garden, cook, and eat more fruits and vegetables. ",3
2463,Antifragile," reveals how some systems thrive from shocks, volatility and uncertainty, instead of breaking from them, and how you can adapt more antifragile traits yourself to thrive in an uncertain and chaotic world.",1
1880,Antifragile," reveals how some systems thrive from shocks, volatility and uncertainty, instead of breaking from them, and how you can adapt more antifragile traits yourself to thrive in an uncertain and chaotic world.",1
3305,Anxiety at Work," outlines the importance of having a harmonious working environment due to the constant increase in people’s stress levels from their professional lives, and how managers, direct supervisors, CEOs, and other executive bodies can help reduce it by fostering a healthy environment.",2
3514,Anxiety at Work," outlines the importance of having a harmonious working environment due to the constant increase in people’s stress levels from their professional lives, and how managers, direct supervisors, CEOs, and other executive bodies can help reduce it by fostering a healthy environment.",2
916,Anxiety at Work," outlines the importance of having a harmonious working environment due to the constant increase in people’s stress levels from their professional lives, and how managers, direct supervisors, CEOs, and other executive bodies can help reduce it by fostering a healthy environment.",0
4605,Anxiety at Work," outlines the importance of having a harmonious working environment due to the constant increase in people’s stress levels from their professional lives, and how managers, direct supervisors, CEOs, and other executive bodies can help reduce it by fostering a healthy environment.",1
1414,Anything You Want," teaches you how to build a business that’s based on who you are, and can become anything you want it to be, rather than following the traditional paths of startup or corporate culture.",4
3781,Anything You Want," teaches you how to build a business that’s based on who you are, and can become anything you want it to be, rather than following the traditional paths of startup or corporate culture.",2
2393,Are You Fully Charged," shows you the three keys to arriving at work and life with a battery that’s brimming with happiness and motivation, which are energy, interactions and meaning, and how to implement them in your day.",0
812,Are You Fully Charged," shows you the three keys to arriving at work and life with a battery that’s brimming with happiness and motivation, which are energy, interactions and meaning, and how to implement them in your day.",2
4844,Are You Fully Charged," shows you the three keys to arriving at work and life with a battery that’s brimming with happiness and motivation, which are energy, interactions and meaning, and how to implement them in your day.",1
1208,Are You Fully Charged," shows you the three keys to arriving at work and life with a battery that’s brimming with happiness and motivation, which are energy, interactions and meaning, and how to implement them in your day.",4
1828,Are You Fully Charged," shows you the three keys to arriving at work and life with a battery that’s brimming with happiness and motivation, which are energy, interactions and meaning, and how to implement them in your day.",2
3442,Are You Fully Charged," shows you the three keys to arriving at work and life with a battery that’s brimming with happiness and motivation, which are energy, interactions and meaning, and how to implement them in your day.",2
3623,"Arise, Awake", will inspire you to move forward with your entrepreneurial dreams by sharing the inspirational stories of six Indian entrepreneurs and the lessons they learned on the path to success.,4
2764,"Arise, Awake", will inspire you to move forward with your entrepreneurial dreams by sharing the inspirational stories of six Indian entrepreneurs and the lessons they learned on the path to success.,0
1366,"Arise, Awake", will inspire you to move forward with your entrepreneurial dreams by sharing the inspirational stories of six Indian entrepreneurs and the lessons they learned on the path to success.,0
1649,"Arise, Awake", will inspire you to move forward with your entrepreneurial dreams by sharing the inspirational stories of six Indian entrepreneurs and the lessons they learned on the path to success.,3
4737,"Arise, Awake", will inspire you to move forward with your entrepreneurial dreams by sharing the inspirational stories of six Indian entrepreneurs and the lessons they learned on the path to success.,1
3892,"Arise, Awake", will inspire you to move forward with your entrepreneurial dreams by sharing the inspirational stories of six Indian entrepreneurs and the lessons they learned on the path to success.,4
1216,As A Man Thinketh," is an essay and self-help classic, which argues that the key to mastering your life is harnessing the power of your thoughts and helps you cultivate the philosophy and attitude of a positive, successful person.",0
2405,As A Man Thinketh," is an essay and self-help classic, which argues that the key to mastering your life is harnessing the power of your thoughts and helps you cultivate the philosophy and attitude of a positive, successful person.",3
5219,As A Man Thinketh," is an essay and self-help classic, which argues that the key to mastering your life is harnessing the power of your thoughts and helps you cultivate the philosophy and attitude of a positive, successful person.",3
3596,Ask, shows you a method that helps you take the guesswork out of the equation so you can give your customers what they want even if they don’t know what they want.,0
2125,Ask, shows you a method that helps you take the guesswork out of the equation so you can give your customers what they want even if they don’t know what they want.,1
1613,Ask, shows you a method that helps you take the guesswork out of the equation so you can give your customers what they want even if they don’t know what they want.,2
4708,Ask, shows you a method that helps you take the guesswork out of the equation so you can give your customers what they want even if they don’t know what they want.,0
3001,Ask, shows you a method that helps you take the guesswork out of the equation so you can give your customers what they want even if they don’t know what they want.,3
4262,Ask, shows you a method that helps you take the guesswork out of the equation so you can give your customers what they want even if they don’t know what they want.,1
1346,Ask, shows you a method that helps you take the guesswork out of the equation so you can give your customers what they want even if they don’t know what they want.,3
35,Astrophysics for People in a Hurry," talks about the laws of nature, physics, astronomy, and the mysterious inception of our cosmos, the universe, stars, and implicitly our beautiful planet where life thrives and perpetuates.",2
509,Astrophysics for People in a Hurry," talks about the laws of nature, physics, astronomy, and the mysterious inception of our cosmos, the universe, stars, and implicitly our beautiful planet where life thrives and perpetuates.",2
4047,Astrophysics for People in a Hurry," talks about the laws of nature, physics, astronomy, and the mysterious inception of our cosmos, the universe, stars, and implicitly our beautiful planet where life thrives and perpetuates.",1
518,Astrophysics for People in a Hurry," talks about the laws of nature, physics, astronomy, and the mysterious inception of our cosmos, the universe, stars, and implicitly our beautiful planet where life thrives and perpetuates.",2
5194,At Home," takes you on a tour of the modern home, using each room as occasion to reminisce about the history of its tradition, thus enlightening you with how the amenities and comforts of everyday life you now take for granted have come to be.",2
1180,At Home," takes you on a tour of the modern home, using each room as occasion to reminisce about the history of its tradition, thus enlightening you with how the amenities and comforts of everyday life you now take for granted have come to be.",2
784,At Home," takes you on a tour of the modern home, using each room as occasion to reminisce about the history of its tradition, thus enlightening you with how the amenities and comforts of everyday life you now take for granted have come to be.",4
610,Atlas of the Heart," maps out a series of human emotions and their meaning and explores the psychology behind a human’s feelings and how they make up our lives and change our behaviors, and how to build meaningful connections by learning how to deal with them.",1
2600,Atlas of the Heart," maps out a series of human emotions and their meaning and explores the psychology behind a human’s feelings and how they make up our lives and change our behaviors, and how to build meaningful connections by learning how to deal with them.",4
4997,Atlas of the Heart," maps out a series of human emotions and their meaning and explores the psychology behind a human’s feelings and how they make up our lives and change our behaviors, and how to build meaningful connections by learning how to deal with them.",0
1992,Atlas of the Heart," maps out a series of human emotions and their meaning and explores the psychology behind a human’s feelings and how they make up our lives and change our behaviors, and how to build meaningful connections by learning how to deal with them.",2
905,Atlas of the Heart," maps out a series of human emotions and their meaning and explores the psychology behind a human’s feelings and how they make up our lives and change our behaviors, and how to build meaningful connections by learning how to deal with them.",1
4199,Atlas of the Heart," maps out a series of human emotions and their meaning and explores the psychology behind a human’s feelings and how they make up our lives and change our behaviors, and how to build meaningful connections by learning how to deal with them.",3
3115,Atlas of the Heart," maps out a series of human emotions and their meaning and explores the psychology behind a human’s feelings and how they make up our lives and change our behaviors, and how to build meaningful connections by learning how to deal with them.",2
1150,Atomic Habits," is the definitive guide to breaking bad behaviors and adopting good ones in four steps, showing you how small, incremental, everyday routines compound into massive, positive change over time.",3
1709,Atomic Habits," is the definitive guide to breaking bad behaviors and adopting good ones in four steps, showing you how small, incremental, everyday routines compound into massive, positive change over time.",1
4789,Atomic Habits," is the definitive guide to breaking bad behaviors and adopting good ones in four steps, showing you how small, incremental, everyday routines compound into massive, positive change over time.",4
2816,Atomic Habits," is the definitive guide to breaking bad behaviors and adopting good ones in four steps, showing you how small, incremental, everyday routines compound into massive, positive change over time.",2
149,Atomic Habits," is the definitive guide to breaking bad behaviors and adopting good ones in four steps, showing you how small, incremental, everyday routines compound into massive, positive change over time.",4
5173,Atomic Habits," is the definitive guide to breaking bad behaviors and adopting good ones in four steps, showing you how small, incremental, everyday routines compound into massive, positive change over time.",0
3425,Atomic Habits," is the definitive guide to breaking bad behaviors and adopting good ones in four steps, showing you how small, incremental, everyday routines compound into massive, positive change over time.",0
2237,Atomic Habits," is the definitive guide to breaking bad behaviors and adopting good ones in four steps, showing you how small, incremental, everyday routines compound into massive, positive change over time.",1
767,Atomic Habits," is the definitive guide to breaking bad behaviors and adopting good ones in four steps, showing you how small, incremental, everyday routines compound into massive, positive change over time.",1
2448,Attached," delivers a scientific explanation why some relationships thrive and steer a clear path over a lifetime, while others crash and burn, based on the human need for attachment and the three different styles of it.",2
4376,Attached," delivers a scientific explanation why some relationships thrive and steer a clear path over a lifetime, while others crash and burn, based on the human need for attachment and the three different styles of it.",1
1239,Attached," delivers a scientific explanation why some relationships thrive and steer a clear path over a lifetime, while others crash and burn, based on the human need for attachment and the three different styles of it.",3
828,Attached," delivers a scientific explanation why some relationships thrive and steer a clear path over a lifetime, while others crash and burn, based on the human need for attachment and the three different styles of it.",3
1428,Automate Your Busywork," is a step-by-step guide to getting rid of your most dreaded tasks, fueled by the simple but sophisticated “Automation Flywheel,” which will help you reduce stress, get more done, and find time for your most meaningful work.",0
4553,Automate Your Busywork," is a step-by-step guide to getting rid of your most dreaded tasks, fueled by the simple but sophisticated “Automation Flywheel,” which will help you reduce stress, get more done, and find time for your most meaningful work.",1
4544,Automate Your Busywork," is a step-by-step guide to getting rid of your most dreaded tasks, fueled by the simple but sophisticated “Automation Flywheel,” which will help you reduce stress, get more done, and find time for your most meaningful work.",4
1438,Automate Your Busywork," is a step-by-step guide to getting rid of your most dreaded tasks, fueled by the simple but sophisticated “Automation Flywheel,” which will help you reduce stress, get more done, and find time for your most meaningful work.",0
2960,Automate Your Busywork," is a step-by-step guide to getting rid of your most dreaded tasks, fueled by the simple but sophisticated “Automation Flywheel,” which will help you reduce stress, get more done, and find time for your most meaningful work.",3
3079,Automate Your Busywork," is a step-by-step guide to getting rid of your most dreaded tasks, fueled by the simple but sophisticated “Automation Flywheel,” which will help you reduce stress, get more done, and find time for your most meaningful work.",2
2951,Automate Your Busywork," is a step-by-step guide to getting rid of your most dreaded tasks, fueled by the simple but sophisticated “Automation Flywheel,” which will help you reduce stress, get more done, and find time for your most meaningful work.",4
4444,Automate Your Busywork," is a step-by-step guide to getting rid of your most dreaded tasks, fueled by the simple but sophisticated “Automation Flywheel,” which will help you reduce stress, get more done, and find time for your most meaningful work.",0
3088,Automate Your Busywork," is a step-by-step guide to getting rid of your most dreaded tasks, fueled by the simple but sophisticated “Automation Flywheel,” which will help you reduce stress, get more done, and find time for your most meaningful work.",3
3454,Automate Your Busywork," is a step-by-step guide to getting rid of your most dreaded tasks, fueled by the simple but sophisticated “Automation Flywheel,” which will help you reduce stress, get more done, and find time for your most meaningful work.",3
4434,Automate Your Busywork," is a step-by-step guide to getting rid of your most dreaded tasks, fueled by the simple but sophisticated “Automation Flywheel,” which will help you reduce stress, get more done, and find time for your most meaningful work.",1
3463,Automate Your Busywork," is a step-by-step guide to getting rid of your most dreaded tasks, fueled by the simple but sophisticated “Automation Flywheel,” which will help you reduce stress, get more done, and find time for your most meaningful work.",3
1844,Awaken The Giant Within," is the psychological blueprint you can follow to wake up and start taking control of your life, starting in your mind, spreading through your body and then all the way through your relationships, work and finances until you’re the giant you were always meant to be.",2
1224,Awaken The Giant Within," is the psychological blueprint you can follow to wake up and start taking control of your life, starting in your mind, spreading through your body and then all the way through your relationships, work and finances until you’re the giant you were always meant to be.",4
2896,Awaken The Giant Within," is the psychological blueprint you can follow to wake up and start taking control of your life, starting in your mind, spreading through your body and then all the way through your relationships, work and finances until you’re the giant you were always meant to be.",1
2415,Awaken The Giant Within," is the psychological blueprint you can follow to wake up and start taking control of your life, starting in your mind, spreading through your body and then all the way through your relationships, work and finances until you’re the giant you were always meant to be.",1
3413,Aware," is a comprehensive overview of the far-reaching benefits of meditation, rooted in both science and practice, enriched with actionable advice on how to practice mindfulness. ",4
1131,Aware," is a comprehensive overview of the far-reaching benefits of meditation, rooted in both science and practice, enriched with actionable advice on how to practice mindfulness. ",2
139,Aware," is a comprehensive overview of the far-reaching benefits of meditation, rooted in both science and practice, enriched with actionable advice on how to practice mindfulness. ",0
2204,Aware," is a comprehensive overview of the far-reaching benefits of meditation, rooted in both science and practice, enriched with actionable advice on how to practice mindfulness. ",1
5163,Aware," is a comprehensive overview of the far-reaching benefits of meditation, rooted in both science and practice, enriched with actionable advice on how to practice mindfulness. ",2
3662,Bad Blood, is the story of how Elizabeth Holmes promised the world a medical miracle that actually operated on deception and lies. ,0
680,Bad Feminist," will show you a new way of looking at equality by revealing some not so common ideas about race, gender, and feminism in the United States.",2
262,Barbarians At The Gate, shows you how not to run a business and reveals the shocking greed of corporate America in the 1980s by telling the story of the leveraged buyout of RJR Nabisco.,3
3615,Barbarians At The Gate, shows you how not to run a business and reveals the shocking greed of corporate America in the 1980s by telling the story of the leveraged buyout of RJR Nabisco.,1
1359,Barbarians At The Gate, shows you how not to run a business and reveals the shocking greed of corporate America in the 1980s by telling the story of the leveraged buyout of RJR Nabisco.,2
2261,Barking Up The Wrong Tree," turns standard success advice on its head by looking at both sides of many common arguments, like confidence, extroversion, or being nice, concluding it’s really other factors that decide if we win, and we control more of them than we think.",0
157,Barking Up The Wrong Tree," turns standard success advice on its head by looking at both sides of many common arguments, like confidence, extroversion, or being nice, concluding it’s really other factors that decide if we win, and we control more of them than we think.",2
4802,Barking Up The Wrong Tree," turns standard success advice on its head by looking at both sides of many common arguments, like confidence, extroversion, or being nice, concluding it’s really other factors that decide if we win, and we control more of them than we think.",1
1728,Barking Up The Wrong Tree," turns standard success advice on its head by looking at both sides of many common arguments, like confidence, extroversion, or being nice, concluding it’s really other factors that decide if we win, and we control more of them than we think.",1
4106,Barking Up The Wrong Tree," turns standard success advice on its head by looking at both sides of many common arguments, like confidence, extroversion, or being nice, concluding it’s really other factors that decide if we win, and we control more of them than we think.",2
2832,Barking Up The Wrong Tree," turns standard success advice on its head by looking at both sides of many common arguments, like confidence, extroversion, or being nice, concluding it’s really other factors that decide if we win, and we control more of them than we think.",2
687,Battle Hymn Of The Tiger Mother, opens your eyes to the potential benefits of tough love by sharing the traditionally Chinese parenting style and experiences of Amy Chua.,3
1021,Battle Hymn Of The Tiger Mother, opens your eyes to the potential benefits of tough love by sharing the traditionally Chinese parenting style and experiences of Amy Chua.,0
4088,Battle Hymn Of The Tiger Mother, opens your eyes to the potential benefits of tough love by sharing the traditionally Chinese parenting style and experiences of Amy Chua.,3
2717,Be A Free Range Human," inspires you to finally quit that 9-5 job that is sucking the life out of you and begin working for yourself by explaining why the “job security” doesn’t exist anymore, helping you discover your passions, and identifying the steps you need to follow if you want to start a life of freedom and happiness.",4
1028,Be A Free Range Human," inspires you to finally quit that 9-5 job that is sucking the life out of you and begin working for yourself by explaining why the “job security” doesn’t exist anymore, helping you discover your passions, and identifying the steps you need to follow if you want to start a life of freedom and happiness.",3
